chapter,toc,word,meaning
CH1,"un- (~이 아닌, 반대)",unhappy,"불행한, 슬픈"
CH1,"un- (~이 아닌, 반대)",unfair,"불공정한, 부당한"
CH1,"un- (~이 아닌, 반대)",unkind,"불친절한, 못된"
CH1,"un- (~이 아닌, 반대)",unsafe,위험한
CH1,"un- (~이 아닌, 반대)",unusual,"이례적인, 특이한"
CH1,"un- (~이 아닌, 반대)",unreal,"비현실적인, 믿기 힘든"
CH1,"un- (~이 아닌, 반대)",unnecessary,불필요한
CH1,"un- (~이 아닌, 반대)",uncertain,"불확실한, 확신이 없는"
CH1,"un- (~이 아닌, 반대)",unconscious,"의식을 잃은, 무의식의"
CH1,"un- (~이 아닌, 반대)",unaware,눈치채지 못한
CH1,"un- (~이 아닌, 반대)",unlike,"~와 다른, 닮지 않은"
CH1,"un- (~이 아닌, 반대)",unlock,잠금 해제하다
CH1,"un- (~이 아닌, 반대)",unwrap,포장을 벗기다
CH1,"un- (~이 아닌, 반대)",untie,"풀다, 끄르다"
CH1,"un- (~이 아닌, 반대)",unacceptable,"받아들일 수 없는, 용납할 수 없는"
CH1,"un- (~이 아닌, 반대)",unavailable,"이용할 수 없는, 구할 수 없는"
CH1,"un- (~이 아닌, 반대)",unbelievable,믿을 수 없는
CH1,"un- (~이 아닌, 반대)",uncomfortable,"불편한, 불쾌한"
CH1,"un- (~이 아닌, 반대)",unfairly,"불공정하게, 부당하게"
CH1,"un- (~이 아닌, 반대)",unreliable,"신뢰할 수 없는, 믿음직하지 않은"
CH1,in- / im- / il- / ir- (~이 아닌),incorrect,"틀린, 부정확한"
CH1,in- / im- / il- / ir- (~이 아닌),incomplete,불완전한
CH1,in- / im- / il- / ir- (~이 아닌),invisible,보이지 않는
CH1,in- / im- / il- / ir- (~이 아닌),inactive,"비활동적인, 소극적인"
CH1,in- / im- / il- / ir- (~이 아닌),inadequate,불충분한
CH1,in- / im- / il- / ir- (~이 아닌),inaccurate,부정확한
CH1,in- / im- / il- / ir- (~이 아닌),impossible,불가능한
CH1,in- / im- / il- / ir- (~이 아닌),immoral,비도덕적인
CH1,in- / im- / il- / ir- (~이 아닌),immature,미성숙한
CH1,in- / im- / il- / ir- (~이 아닌),impatient,참을성 없는
CH1,in- / im- / il- / ir- (~이 아닌),impolite,무례한
CH1,in- / im- / il- / ir- (~이 아닌),impure,불순한
CH1,in- / im- / il- / ir- (~이 아닌),illegal,불법의
CH1,in- / im- / il- / ir- (~이 아닌),illegible,읽기 어려운
CH1,in- / im- / il- / ir- (~이 아닌),illogical,비논리적인
CH1,in- / im- / il- / ir- (~이 아닌),illegitimate,"위법의, 사생의"
CH1,in- / im- / il- / ir- (~이 아닌),irregular,불규칙한
CH1,in- / im- / il- / ir- (~이 아닌),irrelevant,무관한
CH1,in- / im- / il- / ir- (~이 아닌),irresponsible,무책임한
CH1,in- / im- / il- / ir- (~이 아닌),irreplaceable,대체 불가능한
CH1,"a- / an- / ab (~이 아닌, 없는)",amoral,비도덕적인
CH1,"a- / an- / ab (~이 아닌, 없는)",apolitical,"정치에 무관심한, 비정치적인"
CH1,"a- / an- / ab (~이 아닌, 없는)",asocial,"비사교적인, 반사회적인"
CH1,"a- / an- / ab (~이 아닌, 없는)",atypical,"비정형적인, 이례적인"
CH1,"a- / an- / ab (~이 아닌, 없는)",ahistorical,"비역사적인, 역사와 무관한"
CH1,"a- / an- / ab (~이 아닌, 없는)",anonymous,익명의
CH1,"a- / an- / ab (~이 아닌, 없는)",anarchy,무정부 상태
CH1,"a- / an- / ab (~이 아닌, 없는)",asymmetric,비대칭의
CH1,"a- / an- / ab (~이 아닌, 없는)",abnormal,"정상에서 벗어난, 비정상적인"
CH1,"a- / an- / ab (~이 아닌, 없는)",abroad,"해외로, 멀리 떨어져"
CH1,"a- / an- / ab (~이 아닌, 없는)",absent,"결석한, 부재한"
CH1,"a- / an- / ab (~이 아닌, 없는)",absence,"결석, 부재"
CH1,"a- / an- / ab (~이 아닌, 없는)",abnormal,"비정상적인, 이상한"
CH1,"a- / an- / ab (~이 아닌, 없는)",abolish,"폐지하다, 없애다"
CH1,"a- / an- / ab (~이 아닌, 없는)",abstract,추출하다; 추상적인
CH1,"a- / an- / ab (~이 아닌, 없는)",abduct,"유괴하다, 납치하다"
CH1,"a- / an- / ab (~이 아닌, 없는)",abduction,"유괴, 납치"
CH1,"a- / an- / ab (~이 아닌, 없는)",abandon,"버리다, 포기하다"
CH1,"a- / an- / ab (~이 아닌, 없는)",abuse,"남용하다, 학대하다"
CH1,"a- / an- / ab (~이 아닌, 없는)",abrupt,돌연한
CH1,non- (~이 아닌),nonstop,"허튼소리, 무의미한 것"
CH1,non- (~이 아닌),nonsense,존재하지 않는
CH1,non- (~이 아닌),nonexistent,"허구가 아닌, 논픽션"
CH1,non- (~이 아닌),nonfiction,"이익을 추구하지 않는, 비영리의"
CH1,non- (~이 아닌),nonprofit,"비언어적인, 말이 아닌"
CH1,non- (~이 아닌),nonverbal,"비인간의, 인간이 아닌 것"
CH1,non- (~이 아닌),nonhuman,"비본질적인, 불필요한"
CH1,non- (~이 아닌),nonessential,전통적이지 않은
CH1,non- (~이 아닌),nontraditional,"독이 없는, 무해한"
CH1,"dis- (반대, ~이 아닌, 떨어져)",dislike,"싫어하다, 반감"
CH1,"dis- (반대, ~이 아닌, 떨어져)",dishonest,"부정직한, 불성실한"
CH1,"dis- (반대, ~이 아닌, 떨어져)",disagree,반대하다
CH1,"dis- (반대, ~이 아닌, 떨어져)",disapprove,"승인하지 않다, 반대하다"
CH1,"dis- (반대, ~이 아닌, 떨어져)",disbelief,"불신, 의심"
CH1,"dis- (반대, ~이 아닌, 떨어져)",disorder,"무질서, 장애"
CH1,"dis- (반대, ~이 아닌, 떨어져)",discomfort,"불편, 불쾌"
CH1,"dis- (반대, ~이 아닌, 떨어져)",disable,"사용 불가능하게 하다, 불구로 만들다"
CH1,"dis- (반대, ~이 아닌, 떨어져)",disconnect,"연결을 끊다, 단절하다"
CH1,"dis- (반대, ~이 아닌, 떨어져)",discontinue,"중단하다, 그만두다"
CH1,"de- (반대, 제거, 아래로)",decline,"기울다, 감소하다; 거절하다"
CH1,"de- (반대, 제거, 아래로)",decrease,"줄다, 감소하다"
CH1,"de- (반대, 제거, 아래로)",decay,"부패하다, 쇠퇴하다"
CH1,"de- (반대, 제거, 아래로)",depress,"우울하게 하다, 침체시키다"
CH1,"de- (반대, 제거, 아래로)",decide,결정하다
CH1,"de- (반대, 제거, 아래로)",declare,"선언하다, 밝히다"
CH1,"de- (반대, 제거, 아래로)",defeat,패배시키다
CH1,"de- (반대, 제거, 아래로)",destroy,파괴하다
CH1,"de- (반대, 제거, 아래로)",destruct,파괴하다
CH1,"de- (반대, 제거, 아래로)",demolish,"철거하다, 파괴하다"
CH1,"mis- (잘못, 나쁘게)",mistake,"실수, 잘못"
CH1,"mis- (잘못, 나쁘게)",misunderstand,오해하다
CH1,"mis- (잘못, 나쁘게)",misinterpret,"오역하다, 잘못 해석하다"
CH1,"mis- (잘못, 나쁘게)",mislead,"잘못 인도하다, 속이다"
CH1,"mis- (잘못, 나쁘게)",misinform,잘못된 정보를 주다
CH1,"mis- (잘못, 나쁘게)",miscommunication,오해
CH1,"mis- (잘못, 나쁘게)",misbehave,"못되게 굴다, 버릇없게 굴다"
CH1,"mis- (잘못, 나쁘게)",misconduct,"위법 행위, 비행"
CH1,"mis- (잘못, 나쁘게)",misdeed,"범죄, 악행"
CH1,"mis- (잘못, 나쁘게)",misfit,"부적응자, 어울리지 않는 사람"
CH1,"anti- (~에 반대하여, ~에 맞서)",antisocial,"반사회적인, 비사교적인"
CH1,"anti- (~에 반대하여, ~에 맞서)",antigovernment,반정부의
CH1,"anti- (~에 반대하여, ~에 맞서)",antislavery,반노예제(의)
CH1,"anti- (~에 반대하여, ~에 맞서)",antiwar,전쟁에 반대하는
CH1,"anti- (~에 반대하여, ~에 맞서)",antiviral,항바이러스의
CH1,"anti- (~에 반대하여, ~에 맞서)",antibiotic,항생제
CH1,"anti- (~에 반대하여, ~에 맞서)",antidote,해독제
CH1,"anti- (~에 반대하여, ~에 맞서)",antifreeze,부동액
CH1,"anti- (~에 반대하여, ~에 맞서)",antiperspirant,땀 억제제
CH1,"anti- (~에 반대하여, ~에 맞서)",antagonist,"적대자, 반대자"
CH1,"contra- / contro- / counter- (반대, 대립)",contrary,"반대의, 정반대"
CH1,"contra- / contro- / counter- (반대, 대립)",contrast,"대조, 대비"
CH1,"contra- / contro- / counter- (반대, 대립)",contradict,"반박하다, 모순되다"
CH1,"contra- / contro- / counter- (반대, 대립)",controversy,"논쟁, 논란"
CH1,"contra- / contro- / counter- (반대, 대립)",counteract,"대항하다, 방해하다"
CH1,"contra- / contro- / counter- (반대, 대립)",counterattack,"반격하다, 반격"
CH1,"contra- / contro- / counter- (반대, 대립)",counterpart,"상응하는 것, 상대"
CH1,"contra- / contro- / counter- (반대, 대립)",counterbalance,균형을 잡다
CH1,"contra- / contro- / counter- (반대, 대립)",counterexample,"반례, 대항 예"
CH1,"contra- / contro- / counter- (반대, 대립)",counterproductive,역효과의
CH1,"ob- / op- / oc- / of- (반대, 저항)",object,"반대하다; 물건, 대상"
CH1,"ob- / op- / oc- / of- (반대, 저항)",objection,"이의, 반대"
CH1,"ob- / op- / oc- / of- (반대, 저항)",obstacle,장애물
CH1,"ob- / op- / oc- / of- (반대, 저항)",obstruct,"방해하다, 차단하다"
CH1,"ob- / op- / oc- / of- (반대, 저항)",oppose,"반대하다, 대항하다"
CH1,"ob- / op- / oc- / of- (반대, 저항)",opponent,"상대, 적수"
CH1,"ob- / op- / oc- / of- (반대, 저항)",opposite,"반대의, 맞은편의"
CH1,"ob- / op- / oc- / of- (반대, 저항)",oppress,"억압하다, 탄압하다"
CH1,"ob- / op- / oc- / of- (반대, 저항)",offend,"기분 상하게 하다, 위반하다"
CH1,"ob- / op- / oc- / of- (반대, 저항)",offense,"위반, 공격, 범죄"
CH1,"with- (반대, 뒤로, 떨어져)",withdraw,"철수하다, 인출하다"
CH1,"with- (반대, 뒤로, 떨어져)",withdrawal,"철수, 인출, 철회"
CH1,"with- (반대, 뒤로, 떨어져)",withhold,"보류하다, 억제하다"
CH1,"with- (반대, 뒤로, 떨어져)",withstand,"저항하다, 견디다"
CH1,"with- (반대, 뒤로, 떨어져)",withholdings,"원천징수금, 보류분"
CH1,"se- (떨어져, 분리)",separate,"분리하다, 나누다; 분리된"
CH1,"se- (떨어져, 분리)",segregate,"분리하다, 차별하다"
CH1,"se- (떨어져, 분리)",select,선택하다
CH1,"se- (떨어져, 분리)",selective,선택적인
CH1,"se- (떨어져, 분리)",severe,"엄격한, 가혹한"
CH1,"mal- (나쁜, 해로운)",malfunction,"오작동, 고장"
CH1,"mal- (나쁜, 해로운)",malnutrition,영양실조
CH1,"mal- (나쁜, 해로운)",malnourished,영양이 불량한
CH1,"mal- (나쁜, 해로운)",malpractice,"위법 행위, 의료 과실"
CH1,"mal- (나쁜, 해로운)",malaria,말라리아
CH1,"mal- (나쁜, 해로운)",malformed,기형의
CH1,"mal- (나쁜, 해로운)",malicious,악의적인
CH1,"mal- (나쁜, 해로운)",malevolent,"악의적인, 해치려는"
CH1,"mal- (나쁜, 해로운)",malice,"악의, 원한"
CH1,"mal- (나쁜, 해로운)",maladjusted,부적응한
CH1,"ex-/e- (out, 밖으로)",export,수출하다
CH1,"ex-/e- (out, 밖으로)",exclude,제외하다
CH1,"ex-/e- (out, 밖으로)",expand,확장하다
CH1,"ex-/e- (out, 밖으로)",express,표현하다
CH1,"ex-/e- (out, 밖으로)",expose,"드러내다, 노출하다"
CH1,"ex-/e- (out, 밖으로)",escape,탈출하다
CH1,"ex-/e- (out, 밖으로)",emit,방출하다
CH1,"ex-/e- (out, 밖으로)",evacuate,대피하다
CH1,"ex-/e- (out, 밖으로)",extract,추출하다
CH1,"ex-/e- (out, 밖으로)",exceed,"초과하다, 능가하다"
CH1,"ex-/e- (out, 밖으로)",excel,탁월하다
CH1,"ex-/e- (out, 밖으로)",exhibit,"전시하다, 드러내다"
CH1,"ex-/e- (out, 밖으로)",exert,발휘하다
CH1,"ex-/e- (out, 밖으로)",exile,"추방하다, 망명"
CH1,"ex-/e- (out, 밖으로)",expire,"만료되다, 죽다"
CH1,"ex-/e- (out, 밖으로)",exhaust,"소모하다, 지치게 하다"
CH1,"ex-/e- (out, 밖으로)",exclaim,"소리치다, 감탄하다"
CH1,"ex-/e- (out, 밖으로)",exemplify,예시를 보여주다
CH1,"ex-/e- (out, 밖으로)",exaggerate,과장하다
CH1,"ex-/e- (out, 밖으로)",execute,"실행하다, 처형하다"
CH1,"out- (밖으로, 넘어)",outperform,능가하다
CH1,"out- (밖으로, 넘어)",outbreak,"발발, 발생"
CH1,"out- (밖으로, 넘어)",outnumber,수적으로 우세하다
CH1,"out- (밖으로, 넘어)",outshine,~보다 뛰어나다
CH1,"out- (밖으로, 넘어)",outdated,"구식의, 시대에 뒤떨어진"
CH1,"out- (밖으로, 넘어)",outlaw,무법자
CH1,"out- (밖으로, 넘어)",outspoken,"솔직한, 거침없는"
CH1,"out- (밖으로, 넘어)",outlook,"전망, 견해"
CH1,"out- (밖으로, 넘어)",outcome,"결과, 성과"
CH1,"out- (밖으로, 넘어)",outgoing,"외향적인, 활발한"
CH1,"out- (밖으로, 넘어)",output,"생산량, 산출"
CH1,"out- (밖으로, 넘어)",outrun,~보다 빨리 달리다
CH1,"out- (밖으로, 넘어)",outcry,"격렬한 항의, 반발"
CH1,"out- (밖으로, 넘어)",outwit,"~보다 한 수 위다, 속이다"
CH1,"out- (밖으로, 넘어)",outdo,"능가하다, 뛰어나다"
CH1,"out- (밖으로, 넘어)",outpace,앞지르다
CH1,"out- (밖으로, 넘어)",outline,"윤곽, 개요"
CH1,"out- (밖으로, 넘어)",outburst,"폭발, 분출"
CH1,"out- (밖으로, 넘어)",outweigh,"~보다 더 중요하다, 능가하다"
CH1,"out- (밖으로, 넘어)",outreach,"지원 활동, 대외 활동"
CH1,"in-/im- (안으로, 안에)",include,포함하다
CH1,"in-/im- (안으로, 안에)",involve,"포함하다, 관련시키다"
CH1,"in-/im- (안으로, 안에)",install,설치하다
CH1,"in-/im- (안으로, 안에)",input,"투입, 입력"
CH1,"in-/im- (안으로, 안에)",implant,"이식하다, 주입하다"
CH1,"in-/im- (안으로, 안에)",insert,삽입하다
CH1,"in-/im- (안으로, 안에)",invade,침입하다
CH1,"in-/im- (안으로, 안에)",inject,"주사하다, 주입하다"
CH1,"in-/im- (안으로, 안에)",immerse,"몰두시키다, 잠기게 하다"
CH1,"in-/im- (안으로, 안에)",imprison,투옥하다
CH1,"in-/im- (안으로, 안에)",incorporate,"통합하다, 포함하다"
CH1,"in-/im- (안으로, 안에)",infiltrate,침투하다
CH1,"in-/im- (안으로, 안에)",inhale,흡입하다
CH1,"in-/im- (안으로, 안에)",inscribe,"새기다, 기입하다"
CH1,"in-/im- (안으로, 안에)",inset,"삽입물, 끼워넣다"
CH1,"in-/im- (안으로, 안에)",immerge,"잠기다, 침몰하다"
CH1,"in-/im- (안으로, 안에)",impregnate,"주입하다, 임신시키다"
CH1,"in-/im- (안으로, 안에)",imprint,"각인하다, 새기다"
CH1,"in-/im- (안으로, 안에)",induce,"유도하다, 초래하다"
CH1,"in-/im- (안으로, 안에)",ingest,섭취하다
CH1,"intro- / intra- (안으로, 내부)",introduce,소개하다
CH1,"intro- / intra- (안으로, 내부)",introvert,내향적인 사람
CH1,"intro- / intra- (안으로, 내부)",introspect,자기 성찰하다
CH1,"intro- / intra- (안으로, 내부)",intrude,침입하다
CH1,"intro- / intra- (안으로, 내부)",intrinsic,"본질적인, 내재적인"
CH1,"extra- (밖의, 넘는, 추가의)",extraordinary,"비범한, 특별한"
CH1,"extra- (밖의, 넘는, 추가의)",extracurricular,"비교과의, 교과과정 이외의"
CH1,"extra- (밖의, 넘는, 추가의)",extravagant,"낭비하는, 사치스러운"
CH1,"extra- (밖의, 넘는, 추가의)",extraterrestrial,"외계의, 지구 밖의 생명체"
CH1,"extra- (밖의, 넘는, 추가의)",extrovert,외향적인 사람
CH1,"fore- (앞, 미리)",forehead,이마
CH1,"fore- (앞, 미리)",forefather,조상
CH1,"fore- (앞, 미리)",forecast,예측하다
CH1,"fore- (앞, 미리)",foresee,예견하다
CH1,"fore- (앞, 미리)",foretell,예언하다
CH1,"fore- (앞, 미리)",forewarn,예고하다
CH1,"fore- (앞, 미리)",foreshadow,전조가 되다
CH1,"fore- (앞, 미리)",foremost,"가장 중요한, 맨 앞의"
CH1,"fore- (앞, 미리)",forearm,팔뚝
CH1,"fore- (앞, 미리)",foreground,"전경, 중요한 부분"
CH1,"fore- (앞, 미리)",forerunner,"선구자, 전조"
CH1,"pro- (앞으로, 찬성하여)",promote,촉진하다
CH1,"pro- (앞으로, 찬성하여)",proceed,진행하다
CH1,"pro- (앞으로, 찬성하여)",produce,생산하다
CH1,"pro- (앞으로, 찬성하여)",profess,공언하다
CH1,"pro- (앞으로, 찬성하여)",project,"프로젝트, 계획하다, 투영하다"
CH1,"pro- (앞으로, 찬성하여)",propel,추진하다
CH1,"pro- (앞으로, 찬성하여)",provide,"준비하다, 제공하다"
CH1,"pro- (앞으로, 찬성하여)",prologue,"서두, 머리말"
CH1,"pro- (앞으로, 찬성하여)",proponent,"지지자, 옹호자"
CH1,"pro- (앞으로, 찬성하여)",prospect,"전망, 기대"
CH1,"pro- (앞으로, 찬성하여)",provision,"대비, 조항, 식량 공급"
CH1,"pro- (앞으로, 찬성하여)",prophecy,예언
CH1,"pro- (앞으로, 찬성하여)",proactive,선제적인
CH1,"pro- (앞으로, 찬성하여)",progressive,"진보적인, 점진적인"
CH1,"pro- (앞으로, 찬성하여)",profound,심오한
CH1,"pro- (앞으로, 찬성하여)",prosper,번영하다
CH1,"pro- (앞으로, 찬성하여)",proclaim,"선포하다, 공표하다"
CH1,"pro- (앞으로, 찬성하여)",prolong,연장하다
CH1,"pro- (앞으로, 찬성하여)",promising,유망한
CH1,"pro- (앞으로, 찬성하여)",prominent,"두드러진, 저명한"
CH1,"pre- (미리, 앞에)",preview,"예고편, 시사회"
CH1,"pre- (미리, 앞에)",predict,예측하다
CH1,"pre- (미리, 앞에)",prevent,"예방하다, 막다"
CH1,"pre- (미리, 앞에)",prepare,준비하다
CH1,"pre- (미리, 앞에)",prefer,선호하다
CH1,"pre- (미리, 앞에)",presume,추정하다
CH1,"pre- (미리, 앞에)",pretend,"~인 체하다, 가장하다"
CH1,"pre- (미리, 앞에)",precaution,예방조치
CH1,"pre- (미리, 앞에)",precede,"선행하다, 앞서다"
CH1,"pre- (미리, 앞에)",premature,"조숙한, 시기상조의"
CH1,"pre- (미리, 앞에)",prejudice,편견
CH1,"pre- (미리, 앞에)",preliminary,"예비의, 사전의"
CH1,"pre- (미리, 앞에)",prehistory,선사 시대
CH1,"pre- (미리, 앞에)",pretest,사전 검사
CH1,"pre- (미리, 앞에)",precondition,전제 조건
CH1,"pre- (미리, 앞에)",preoccupy,(생각·마음을) 사로잡다
CH1,"post- (뒤, 이후)",postwar,전후의
CH1,"post- (뒤, 이후)",postpone,연기하다
CH1,"post- (뒤, 이후)",postscript,추신
CH1,"post- (뒤, 이후)",postgraduate,"대학원생, 대학원 과정의"
CH1,"post- (뒤, 이후)",postmodern,"탈근대의, 포스트모던의"
CH1,"re- (다시, 뒤로)",replay,"재생하다, 다시 하다"
CH1,"re- (다시, 뒤로)",return,"돌아오다, 반환하다"
CH1,"re- (다시, 뒤로)",review,"복습하다, 검토하다"
CH1,"re- (다시, 뒤로)",replace,"대체하다, 교체하다"
CH1,"re- (다시, 뒤로)",reproduce,"재생산하다, 복제하다"
CH1,"re- (다시, 뒤로)",redo,다시 하다
CH1,"re- (다시, 뒤로)",recall,"회상하다, 소환하다"
CH1,"re- (다시, 뒤로)",regain,"회복하다, 되찾다"
CH1,"re- (다시, 뒤로)",rebuild,재건하다
CH1,"re- (다시, 뒤로)",retreat,"후퇴하다, 철수하다"
CH1,"re- (다시, 뒤로)",recycle,재활용하다
CH1,"re- (다시, 뒤로)",reconsider,재고하다
CH1,"re- (다시, 뒤로)",revive,"소생하다, 부활하다"
CH1,"re- (다시, 뒤로)",renew,갱신하다
CH1,"re- (다시, 뒤로)",restore,"복구하다, 회복하다"
CH1,"re- (다시, 뒤로)",resume,재개하다
CH1,"re- (다시, 뒤로)",reform,"개혁하다, 개선하다"
CH1,"re- (다시, 뒤로)",reorganize,재정비하다
CH1,"re- (다시, 뒤로)",retrieve,"되찾다, 회수하다"
CH1,"re- (다시, 뒤로)",recover,"회복하다, 되찾다"
CH1,"super- / sur- (위에, 넘는)",supervise,감독하다
CH1,"super- / sur- (위에, 넘는)",superior,"우수한, 상급의"
CH1,"super- / sur- (위에, 넘는)",superficial,"피상적인, 겉만의"
CH1,"super- / sur- (위에, 넘는)",supernatural,초자연적인
CH1,"super- / sur- (위에, 넘는)",surpass,"능가하다, 뛰어넘다"
CH1,"super- / sur- (위에, 넘는)",surplus,"잉여, 과잉"
CH1,"super- / sur- (위에, 넘는)",surname,성(姓)
CH1,"super- / sur- (위에, 넘는)",surcharge,"추가 요금, 할증료"
CH1,"super- / sur- (위에, 넘는)",surreal,초현실적인
CH1,"super- / sur- (위에, 넘는)",supersonic,초음속의
CH1,sub- (아래에),subway,지하철
CH1,sub- (아래에),submarine,"잠수함, 해저의"
CH1,sub- (아래에),submerge,"잠수하다, 담그다"
CH1,sub- (아래에),subconscious,잠재의식의
CH1,sub- (아래에),subordinate,"종속된, 하급자"
CH1,sub- (아래에),substitute,"대체하다, 대리인"
CH1,sub- (아래에),subtract,"빼다, 감하다"
CH1,sub- (아래에),suburb,"교외, 근교"
CH1,sub- (아래에),substandard,기준 미달의
CH1,sub- (아래에),subzero,영하의
CH1,"under- (아래에, 부족하게)",underestimate,과소평가하다
CH1,"under- (아래에, 부족하게)",underground,"지하의, 비밀의"
CH1,"under- (아래에, 부족하게)",undergo,"겪다, 경험하다"
CH1,"under- (아래에, 부족하게)",undertake,"떠맡다, 착수하다"
CH1,"under- (아래에, 부족하게)",underlie,"기초가 되다, 근거가 되다"
CH1,"under- (아래에, 부족하게)",underline,강조하다
CH1,"under- (아래에, 부족하게)",undermine,"약화시키다, 손상시키다"
CH1,"under- (아래에, 부족하게)",underprivileged,"사회적 약자, 혜택이 적은"
CH1,"under- (아래에, 부족하게)",undercover,"위장한, 비밀의"
CH1,"under- (아래에, 부족하게)",underdeveloped,"저개발의, 후진국의"
CH1,"over- (위에, 지나치게)",overwork,과로하다
CH1,"over- (위에, 지나치게)",overeat,과식하다
