chapter,toc,word,meaning
CH1,"over- (위에, 지나치게)",overcome,"극복하다, 이기다"
CH1,"over- (위에, 지나치게)",overlook,"간과하다, 내려다보다"
CH1,"over- (위에, 지나치게)",overwhelm,압도하다
CH1,"over- (위에, 지나치게)",overstate,과장하다
CH1,"over- (위에, 지나치게)",overtake,추월하다
CH1,"over- (위에, 지나치게)",overflow,"넘쳐흐르다, 범람하다"
CH1,"over- (위에, 지나치게)",overload,"짐을 지나치게 싣다, 과부하를 걸다"
CH1,"over- (위에, 지나치게)",overcharge,과다 청구하다
CH1,"trans- (건너, 바꾸어)",transport,운송하다
CH1,"trans- (건너, 바꾸어)",transform,"변형하다, 변화시키다"
CH1,"trans- (건너, 바꾸어)",translate,번역하다
CH1,"trans- (건너, 바꾸어)",transfer,"옮기다, 이전하다"
CH1,"trans- (건너, 바꾸어)",transmit,"전송하다, 전달하다"
CH1,"trans- (건너, 바꾸어)",transparent,투명한
CH1,"trans- (건너, 바꾸어)",transaction,"거래, 처리"
CH1,"trans- (건너, 바꾸어)",transcend,"초월하다, 능가하다"
CH1,"trans- (건너, 바꾸어)",transplant,"이식하다, 옮겨 심다"
CH1,"trans- (건너, 바꾸어)",transition,"전환, 변화"
CH1,inter- (사이에),international,국제적인
CH1,inter- (사이에),interact,상호작용하다
CH1,inter- (사이에),interfere,"간섭하다, 방해하다"
CH1,inter- (사이에),interrupt,"방해하다, 중단하다"
CH1,inter- (사이에),interchange,교환하다
CH1,inter- (사이에),intermediate,"중간의, 중재의"
CH1,inter- (사이에),interpersonal,대인 관계의
CH1,inter- (사이에),interdependent,상호 의존적인
CH1,inter- (사이에),intercontinental,대륙 간의
CH1,inter- (사이에),intercultural,문화 간의
CH1,"ambi- / amphi- (양쪽, 둘레)",ambiguous,"애매한, 모호한"
CH1,"ambi- / amphi- (양쪽, 둘레)",amphibian,양서류
CH1,"ambi- / amphi- (양쪽, 둘레)",amphitheater,원형 극장
CH1,"ambi- / amphi- (양쪽, 둘레)",amphibious,"양서류의, 상륙 작전의"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambivalent,"양면적인, 상반된 감정의"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambience,"분위기, 환경"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambient,"주위의, 환경의"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambidextrous,"양손잡이의, 능숙한"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambition,"야망, 포부"
CH1,"ambi- / amphi- (양쪽, 둘레)",ambivert,양향성격자 (내향성+외향성을 모두 갖춘 사람)
CH1,mid- (가운데),midway,중간 지점
CH1,mid- (가운데),midnight,자정
CH1,mid- (가운데),midterm,중간고사
CH1,mid- (가운데),midfield,"중앙 지대, 미드필드"
CH1,mid- (가운데),midlife,중년기
CH1,mid- (가운데),midrange,중간 범위의
CH1,mid- (가운데),midstream,"도중에, 중류에서"
CH1,mid- (가운데),midsection,"중심, 중간 부분"
CH1,mid- (가운데),midpoint,중간 지점
CH1,mid- (가운데),midday,정오
CH1,"per- (통하여, 완전히)",perfect,"완전한, 완벽한"
CH1,"per- (통하여, 완전히)",perform,"수행하다, 실행하다"
CH1,"per- (통하여, 완전히)",permit,허락하다
CH1,"per- (통하여, 완전히)",persist,"고집하다, 지속하다"
CH1,"per- (통하여, 완전히)",persuade,설득하다
CH1,"per- (통하여, 완전히)",perceive,"지각하다, 인지하다"
CH1,"per- (통하여, 완전히)",perspective,"관점, 시각"
CH1,"per- (통하여, 완전히)",pervade,"퍼지다, 만연하다"
CH1,"per- (통하여, 완전히)",permanent,영구적인
CH1,"per- (통하여, 완전히)",perish,"소멸하다, 죽다"
CH1,"per- (통하여, 완전히)",penetrate,"관통하다, 침투하다"
CH1,"cata- (아래로, 반대로, 완전히)",catalogue,"목록, 카탈로그"
CH1,"cata- (아래로, 반대로, 완전히)",catastrophe,"대재앙, 큰 재난"
CH1,"cata- (아래로, 반대로, 완전히)",cataclysm,"대홍수, 격변"
CH1,"cata- (아래로, 반대로, 완전히)",catacomb,"카타콤, 지하묘지"
CH1,"cata- (아래로, 반대로, 완전히)",catapult,"투석기, 발사하다"
CH1,"back- (뒤로, 뒤에)",backward,"뒤로, 후진하는"
CH1,"back- (뒤로, 뒤에)",background,"배경, 배후"
CH1,"back- (뒤로, 뒤에)",backlash,"반발, 역풍"
CH1,"back- (뒤로, 뒤에)",backup,"예비, 지원, 보조"
CH1,"back- (뒤로, 뒤에)",backfire,"역효과를 내다, 역발생하다"
CH1,"up- (위로, 증가, 개선)",upgrade,"향상시키다, 업그레이드하다"
CH1,"up- (위로, 증가, 개선)",uplift,"고양하다, 들어 올리다, 격려하다"
CH1,"up- (위로, 증가, 개선)",uphold,"지지하다, 유지하다"
CH1,"up- (위로, 증가, 개선)",update,"갱신하다, 최신화하다"
CH1,"up- (위로, 증가, 개선)",upward,"위쪽의, 상승하는"
CH1,"up- (위로, 증가, 개선)",upstart,"벼락출세한 사람, 신흥강자"
CH1,"up- (위로, 증가, 개선)",upload,업로드하다
CH1,"up- (위로, 증가, 개선)",upturn,"호전, 상승"
CH1,"up- (위로, 증가, 개선)",uproot,"근절하다, 뿌리째 뽑다"
CH1,"up- (위로, 증가, 개선)",upscale,"고급화하다, 고급의"
CH1,"down- (아래로, 감소, 악화)",downturn,"하락세, 경기 침체"
CH1,"down- (아래로, 감소, 악화)",downfall,"몰락, 붕괴"
CH1,"down- (아래로, 감소, 악화)",downpour,"폭우, 폭설"
CH1,"down- (아래로, 감소, 악화)",downsize,"축소하다, 구조조정하다"
CH1,"down- (아래로, 감소, 악화)",downhill,"내리막길, 내리막"
CH1,"down- (아래로, 감소, 악화)",downgrade,"격하하다, 강등하다"
CH1,"down- (아래로, 감소, 악화)",downplay,"경시하다, 축소하다"
CH1,"down- (아래로, 감소, 악화)",downcast,"풀이 죽은, 낙담한"
CH1,"down- (아래로, 감소, 악화)",downward,"하향의, 하락하는"
CH1,"down- (아래로, 감소, 악화)",downtrend,하락 추세
CH1,"arch- / archi- (우두머리, 최고의, 처음)",archenemy,"숙적, 절대적 적"
CH1,"arch- / archi- (우두머리, 최고의, 처음)",archangel,대천사
CH1,"arch- / archi- (우두머리, 최고의, 처음)",archbishop,대주교
CH1,"arch- / archi- (우두머리, 최고의, 처음)",architect,"건축가, 설계자"
CH1,"arch- / archi- (우두머리, 최고의, 처음)",architecture,"건축학, 건축술, 구조"
CH1,"prim- (첫째, 최초, 가장 뛰어난)",primary,"주요한, 기본적인"
CH1,"prim- (첫째, 최초, 가장 뛰어난)",primitive,"원시적인, 기본적인"
CH1,"prim- (첫째, 최초, 가장 뛰어난)",prime,"전성기, 최고의 상태"
CH1,"prim- (첫째, 최초, 가장 뛰어난)",primacy,"우위, 탁월함"
CH1,"prim- (첫째, 최초, 가장 뛰어난)",primate,영장류
CH1,"hyper- (지나치게, 과도하게)",hypertension,고혈압
CH1,"hyper- (지나치게, 과도하게)",hyperactive,"지나치게 활동적인, 너무 활발한"
CH1,"hyper- (지나치게, 과도하게)",hypersensitive,"과민한, 예민한"
CH1,"hyper- (지나치게, 과도하게)",hyperbole,"과장법, 과장된 표현"
CH1,"hyper- (지나치게, 과도하게)",hypercritical,"혹평하는, 지나치게 비판적인"
CH1,"ultra- (극도로, 지나치게, 너머)",ultraviolet,자외선
CH1,"ultra- (극도로, 지나치게, 너머)",ultrasound,초음파
CH1,"ultra- (극도로, 지나치게, 너머)",ultrafast,"극도로 빠른, 초고속의"
CH1,"ultra- (극도로, 지나치게, 너머)",ultrathin,"극도로 얇은, 초박막의"
CH1,"ultra- (극도로, 지나치게, 너머)",ultrafine,"극도로 미세한, 초미세의"
CH1,"homo- (같은, 동일한)",homogeneous,"같은 종류의, 동질적인, 균질의"
CH1,"homo- (같은, 동일한)",homosexual,동성애자
CH1,"homo- (같은, 동일한)",homophone,동음어 (소리만 공유)
CH1,"homo- (같은, 동일한)",homograph,동철이의어 (철자만 공유)
CH1,"homo- (같은, 동일한)",homonym,동음이의어 (소리와 철자를 공유)
CH1,"hetero- (다른, 이질적인)",heterogeneous,"다른 종류의, 이질적인"
CH1,"hetero- (다른, 이질적인)",heterogeneity,다양성
CH1,"hetero- (다른, 이질적인)",heterosexual,이성애자
CH1,"hetero- (다른, 이질적인)",heterodox,"이단의, 정통에서 벗어난"
CH1,"hetero- (다른, 이질적인)",heterosexual,이성애
CH1,"pseudo- (거짓, 허위의)",pseudonym,"필명, 가명"
CH1,"pseudo- (거짓, 허위의)",pseudoscience,사이비 과학
CH1,"pseudo- (거짓, 허위의)",pseudo-intellectual,가짜 지식인
CH1,"pseudo- (거짓, 허위의)",pseudologia,"허언증, 거짓말 습관"
CH1,"pseudo- (거짓, 허위의)",pseudo-history,"가짜 역사, 왜곡된 역사"
CH1,"alter- / allo- (다른, 바꾸다)",alter,"바꾸다, 변경하다"
CH1,"alter- / allo- (다른, 바꾸다)",alternate,"번갈아 일어나는, 교대하는"
CH1,"alter- / allo- (다른, 바꾸다)",alternative,"대안, 선택 가능한 것"
CH1,"alter- / allo- (다른, 바꾸다)",altruism,"이타주의, 타인을 위한 행위"
CH1,"alter- / allo- (다른, 바꾸다)",allocate,"할당하다, 배분하다"
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",parallel,평행한
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paradox,"역설, 모순"
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",parasite,기생충
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paranormal,초자연적인
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paraphrase,"바꿔 말하다, 의역하다"
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paralegal,준법률가
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paradigm,"전형, 모범"
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",paramilitary,준군사조직
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",parameter,"매개변수, 한계"
CH1,"para- (곁에, 옆에 / 넘는, 잘못된)",parody,"패러디, 풍자"
CH1,"bene- (좋은, 잘)",benefit,"혜택, 이익"
CH1,"bene- (좋은, 잘)",benefactor,"은인, 후원자"
CH1,"bene- (좋은, 잘)",beneficiary,수혜자
CH1,"bene- (좋은, 잘)",benevolent,"자비로운, 친절한"
CH1,"bene- (좋은, 잘)",benediction,"축복, 기도"
CH1,co- / com- / con- / col- / cor- (함께),cooperate,협력하다
CH1,co- / com- / con- / col- / cor- (함께),coexist,공존하다
CH1,co- / com- / con- / col- / cor- (함께),combine,결합하다
CH1,co- / com- / con- / col- / cor- (함께),connect,연결하다
CH1,co- / com- / con- / col- / cor- (함께),contribute,"기여하다, 기부하다"
CH1,syn- / sym- / syl- / sys- (함께),synchronize,동시에 일어나다
CH1,syn- / sym- / syl- / sys- (함께),synonym,동의어
CH1,syn- / sym- / syl- / sys- (함께),synthetic,"합성의, 인공적인"
CH1,syn- / sym- / syl- / sys- (함께),symphony,교향곡
CH1,syn- / sym- / syl- / sys- (함께),sympathy,"동정, 공감"
CH1,syn- / sym- / syl- / sys- (함께),symptom,증상
CH1,syn- / sym- / syl- / sys- (함께),syllable,음절
CH1,syn- / sym- / syl- / sys- (함께),syllabus,강의 계획서
CH1,syn- / sym- / syl- / sys- (함께),synergy,"상승 효과, 협력 효과"
CH1,syn- / sym- / syl- / sys- (함께),symmetry,대칭
CH1,syn- / sym- / syl- / sys- (함께),symbol,상징
CH1,syn- / sym- / syl- / sys- (함께),system,"체계, 제도"
CH1,syn- / sym- / syl- / sys- (함께),systematic,조직적인
CH1,syn- / sym- / syl- / sys- (함께),symbiotic,공생의
CH1,syn- / sym- / syl- / sys- (함께),symbiosis,공생
CH1,syn- / sym- / syl- / sys- (함께),synthesize,"종합하다, 합성하다"
CH2,"-ness (상태, 성질)",happiness,행복
CH2,"-ness (상태, 성질)",darkness,어둠
CH2,"-ness (상태, 성질)",kindness,친절
CH2,"-ness (상태, 성질)",sadness,슬픔
CH2,"-ness (상태, 성질)",weakness,"약점, 약함"
CH2,"-ity (상태, 성질)",purity,"순수함, 순도"
CH2,"-ity (상태, 성질)",ability,능력
CH2,"-ity (상태, 성질)",reality,현실
CH2,"-ity (상태, 성질)",capacity,"용량, 수용력"
CH2,"-ity (상태, 성질)",responsibility,책임
CH2,"-tude (성질, 상태)",attitude,태도
CH2,"-tude (성질, 상태)",gratitude,감사
CH2,"-tude (성질, 상태)",magnitude,"크기, 중요성"
CH2,"-tude (성질, 상태)",altitude,고도
CH2,"-tude (성질, 상태)",solitude,고독
CH2,"-acy / -cy (상태, 지위)",literacy,문해력
CH2,"-acy / -cy (상태, 지위)",accuracy,정확성
CH2,"-acy / -cy (상태, 지위)",democracy,민주주의
CH2,"-acy / -cy (상태, 지위)",legacy,유산
CH2,"-acy / -cy (상태, 지위)",supremacy,"패권, 우월"
CH2,"-dom (상태, 영역)",freedom,자유
CH2,"-dom (상태, 영역)",kingdom,왕국
CH2,"-dom (상태, 영역)",wisdom,지혜
CH2,"-dom (상태, 영역)",boredom,지루함
CH2,"-dom (상태, 영역)",stardom,"스타의 지위, 스타의 반열"
CH2,"-hood (상태, 신분)",childhood,어린 시절
CH2,"-hood (상태, 신분)",neighborhood,"이웃, 근처"
CH2,"-hood (상태, 신분)",adulthood,성인기
CH2,"-hood (상태, 신분)",brotherhood,형제애
CH2,"-hood (상태, 신분)",likelihood,가능성
CH2,"-ence / -ance (상태, 행위)",existence,존재
CH2,"-ence / -ance (상태, 행위)",difference,차이
CH2,"-ence / -ance (상태, 행위)",influence,영향
CH2,"-ence / -ance (상태, 행위)",preference,선호
CH2,"-ence / -ance (상태, 행위)",confidence,자신감
CH2,"-ence / -ance (상태, 행위)",performance,"공연, 수행"
CH2,"-ence / -ance (상태, 행위)",importance,중요성
CH2,"-ence / -ance (상태, 행위)",appearance,"출현, 외모"
CH2,"-ence / -ance (상태, 행위)",resistance,저항
CH2,"-ence / -ance (상태, 행위)",attendance,출석
CH2,"-ence / -ance (상태, 행위)",evidence,증거
CH2,"-tion / -sion (행위, 상태)",action,행동
CH2,"-tion / -sion (행위, 상태)",decision,결정
CH2,"-tion / -sion (행위, 상태)",creation,창조
CH2,"-tion / -sion (행위, 상태)",discussion,토론
CH2,"-tion / -sion (행위, 상태)",expansion,확장
CH2,"-ment (행위, 결과, 상태)",movement,움직임
CH2,"-ment (행위, 결과, 상태)",development,"발전, 개발"
CH2,"-ment (행위, 결과, 상태)",improvement,"개선, 향상"
CH2,"-ment (행위, 결과, 상태)",achievement,"성취, 업적"
CH2,"-ment (행위, 결과, 상태)",punishment,처벌
CH2,"-age (행위, 집합, 상태, 결과)",marriage,결혼
CH2,"-age (행위, 집합, 상태, 결과)",baggage,수하물
CH2,"-age (행위, 집합, 상태, 결과)",damage,피해
CH2,"-age (행위, 집합, 상태, 결과)",percentage,백분율
CH2,"-age (행위, 집합, 상태, 결과)",village,마을
CH2,"-er / -or (사람, 행위자, 직업)",teacher,교사
CH2,"-er / -or (사람, 행위자, 직업)",worker,노동자
CH2,"-er / -or (사람, 행위자, 직업)",farmer,농부
CH2,"-er / -or (사람, 행위자, 직업)",actor,배우
CH2,"-er / -or (사람, 행위자, 직업)",inventor,발명가
CH2,-ee (~당하는 사람: 피동적 수혜자),employee,"피고용인, 직원"
CH2,-ee (~당하는 사람: 피동적 수혜자),trainee,수습생
CH2,-ee (~당하는 사람: 피동적 수혜자),interviewee,피면접자
CH2,-ee (~당하는 사람: 피동적 수혜자),addressee,수신인
CH2,-ee (~당하는 사람: 피동적 수혜자),nominee,후보자
CH2,"-ist (사람, 신봉자: 직업, 사상)",artist,예술가
CH2,"-ist (사람, 신봉자: 직업, 사상)",scientist,과학자
CH2,"-ist (사람, 신봉자: 직업, 사상)",tourist,여행자
CH2,"-ist (사람, 신봉자: 직업, 사상)",dentist,치과의사
CH2,"-ist (사람, 신봉자: 직업, 사상)",realist,현실주의자
CH2,"-eer (직업, 행위자)",engineer,기술자
CH2,"-eer (직업, 행위자)",volunteer,자원봉사자
CH2,"-eer (직업, 행위자)",mountaineer,등산가
CH2,"-eer (직업, 행위자)",pioneer,개척자
CH2,"-eer (직업, 행위자)",auctioneer,경매인
CH2,"-ster (사람: 비격식, 종종 부정적 뉘앙스)",youngster,청년
CH2,"-ster (사람: 비격식, 종종 부정적 뉘앙스)",gangster,갱스터
CH2,"-ster (사람: 비격식, 종종 부정적 뉘앙스)",hipster,힙스터
CH2,"-ster (사람: 비격식, 종종 부정적 뉘앙스)",trickster,사기꾼
CH2,"-ster (사람: 비격식, 종종 부정적 뉘앙스)",songster,"가수, 시인"
CH2,"-let : (축소형: 작은 것, 새끼)",piglet,돼지 새끼
CH2,"-let : (축소형: 작은 것, 새끼)",booklet,소책자
CH2,"-let : (축소형: 작은 것, 새끼)",leaflet,"전단지, 소책자"
CH2,"-let : (축소형: 작은 것, 새끼)",droplet,물방울
CH2,"-let : (축소형: 작은 것, 새끼)",bracelet,팔찌
CH2,"-kin (축소형: 작은 것, 친밀감)",napkin,냅킨
CH2,"-kin (축소형: 작은 것, 친밀감)",lambkin,어린 양
CH2,"-kin (축소형: 작은 것, 친밀감)",manikin,"마네킹, 왜소한 사람"
CH2,"-kin (축소형: 작은 것, 친밀감)",pumpkin,호박
CH2,"-kin (축소형: 작은 것, 친밀감)",bumpkin,시골뜨기
CH2,"-ery / -ary / -ory (집합, 장소)",slavery,노예제
CH2,"-ery / -ary / -ory (집합, 장소)",robbery,"강도, 약탈"
CH2,"-ery / -ary / -ory (집합, 장소)",dictionary,사전
CH2,"-ery / -ary / -ory (집합, 장소)",bakery,빵집
CH2,"-ery / -ary / -ory (집합, 장소)",winery,양조장
CH2,"-ery / -ary / -ory (집합, 장소)",library,도서관
CH2,"-ery / -ary / -ory (집합, 장소)",laboratory,실험실
CH2,"-ery / -ary / -ory (집합, 장소)",dormitory,기숙사
CH2,"-ery / -ary / -ory (집합, 장소)",territory,영토
CH2,"-ery / -ary / -ory (집합, 장소)",repository,저장소
CH2,"-ery / -ary / -ory (집합, 장소)",machinery,기계류
CH2,"-ism (주의, 사상, 체제 + 부정행위)",capitalism,자본주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",liberalism,자유주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",idealism,이상주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",feminism,여성주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",nationalism,민족주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",totalitarianism,전체주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",monarchism,군주제
CH2,"-ism (주의, 사상, 체제 + 부정행위)",colonialism,식민주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",imperialism,제국주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",socialism,사회주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",communism,공산주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",realism,현실주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",romanticism,낭만주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",modernism,근대주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",postmodernism,탈근대주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",criticism,"비판, 비난"
CH2,"-ism (주의, 사상, 체제 + 부정행위)",plagiarism,표절
CH2,"-ism (주의, 사상, 체제 + 부정행위)",alcoholism,알코올 중독
CH2,"-ism (주의, 사상, 체제 + 부정행위)",egoism,자기중심주의
CH2,"-ism (주의, 사상, 체제 + 부정행위)",terrorism,테러 행위
CH2,"-ology (학문, ~학)",biology,생물학
CH2,"-ology (학문, ~학)",psychology,심리학
CH2,"-ology (학문, ~학)",geology,지질학
CH2,"-ology (학문, ~학)",sociology,사회학
CH2,"-ology (학문, ~학)",theology,신학
CH2,"-cracy (통치, 지배)",democracy,민주주의
CH2,"-cracy (통치, 지배)",bureaucracy,관료제
CH2,"-cracy (통치, 지배)",aristocracy,귀족 정치
CH2,"-cracy (통치, 지배)",autocracy,독재 정치
CH2,"-cracy (통치, 지배)",meritocracy,능력주의 사회
CH2,"-gram (기록, 도형)",telegram,전보
CH2,"-gram (기록, 도형)",anagram,애너그램
CH2,"-gram (기록, 도형)",diagram,"도형, 도표"
CH2,"-gram (기록, 도형)",hologram,"입체 영상, 홀로그램"
CH2,"-gram (기록, 도형)",monogram,머리글자 장식
CH2,-ous / -ious (~의 성질을 가진),curious,호기심 많은
CH2,-ous / -ious (~의 성질을 가진),delicious,"맛있는, 즐거운"
CH2,-ous / -ious (~의 성질을 가진),famous,유명한
CH2,-ous / -ious (~의 성질을 가진),dangerous,위험한
CH2,-ous / -ious (~의 성질을 가진),various,다양한
CH2,-ive (~의 성질을 가진),active,활동적인
CH2,-ive (~의 성질을 가진),creative,창의적인
CH2,-ive (~의 성질을 가진),sensitive,민감한
CH2,-ive (~의 성질을 가진),aggressive,공격적인
CH2,-ive (~의 성질을 가진),talkative,말이 많은
CH2,"-ent / -ant (성질, 상태)",different,다른
CH2,"-ent / -ant (성질, 상태)",important,중요한
CH2,"-ent / -ant (성질, 상태)",dependent,의존적인
CH2,"-ent / -ant (성질, 상태)",brilliant,빛나는
CH2,"-ent / -ant (성질, 상태)",resistant,저항하는
CH2,-ate (~의 성질의),delicate,섬세한
CH2,-ate (~의 성질의),passionate,열정적인
CH2,-ate (~의 성질의),fortunate,운이 좋은
CH2,-ate (~의 성질의),considerate,사려 깊은
CH2,-ate (~의 성질의),accurate,정확한
CH2,"-some (성질, 경향)",troublesome,"귀찮은, 성가신"
CH2,"-some (성질, 경향)",fearsome,무서운
CH2,"-some (성질, 경향)",handsome,잘생긴
CH2,"-some (성질, 경향)",tiresome,"지루한, 피곤하게 하는"
CH2,"-some (성질, 경향)",winsome,매력적인
CH2,-al (~의),natural,"자연의, 자연스러운"
CH2,-al (~의),cultural,문화의
