chapter,toc,word,meaning
CH3,"eco (집, 환경)",eco-friendly,친환경적인
CH3,"eco (집, 환경)",ecotourism,생태 관광
CH3,tech (기술),technology,과학기술
CH3,tech (기술),technique,"기법, 기술"
CH3,tech (기술),technical,"기술적인, 전문적인"
CH3,tech (기술),technological,과학기술의
CH3,tech (기술),technically,"기술적으로, 엄밀히 말하면"
CH3,mech (기계),mechanic,"정비공, 기술자"
CH3,mech (기계),mechanics,"역학, 기계학"
CH3,mech (기계),mechanism,"기계 장치, 구조, 방법"
CH3,mech (기계),mechanical,"기계의, 기계적인"
CH3,mech (기계),mechanize,"기계화하다, 자동화하다"
CH3,"phys (자연, 물리, 신체)",physics,물리학
CH3,"phys (자연, 물리, 신체)",physiology,생리학
CH3,"phys (자연, 물리, 신체)",physique,"체격, 체형"
CH3,"phys (자연, 물리, 신체)",physician,의사
CH3,"phys (자연, 물리, 신체)",physical,"물리적인, 신체의"
CH3,chem (화학),chemical,"화학의, 화학적인"
CH3,chem (화학),chemist,"화학자, 약사"
CH3,chem (화학),chemistry,화학
CH3,chem (화학),alchemy,연금술
CH3,chem (화학),alchemist,연금술사
CH3,cyber (사이버),cyberspace,사이버 공간
CH3,cyber (사이버),cybersecurity,사이버 보안
CH3,cyber (사이버),cybercrime,사이버 범죄
CH3,cyber (사이버),cyberbully,사이버 왕따 시키다
CH3,digit (숫자),digit,"숫자, 자릿수"
CH3,digit (숫자),digital,"디지털의, 숫자의"
CH3,digit (숫자),digitally,디지털 방식으로
CH3,digit (숫자),digitalize,디지털화하다
CH3,digit (숫자),digitize,"디지털화하다, 전산화하다"
CH3,temp (시간),temporary,"일시적인, 임시의"
CH3,temp (시간),temporarily,"임시로, 일시적으로"
CH3,temp (시간),contemporary,"동시대의, 동시대인"
CH3,temp (시간),temporal,"시간의, 현세의"
CH3,temp (시간),tempo,"박자, 템포, 속도"
CH3,"auto (자동, 자신)",automobile,자동차
CH3,"auto (자동, 자신)",autonomy,"자치, 자율권"
CH3,"auto (자동, 자신)",autograph,자필 서명
CH3,"auto (자동, 자신)",autobiography,자서전
CH3,"auto (자동, 자신)",automate,자동화하다
CH3,"auto (자동, 자신)",autocorrect,자동 교정하다
CH3,"auto (자동, 자신)",automatic,자동의
CH3,"auto (자동, 자신)",automated,자동화된
CH3,"auto (자동, 자신)",autonomous,"자율적인, 자치의"
CH3,"auto (자동, 자신)",autographic,"자필의, 자필 서명의"
CH3,milit (군사),military,"군대의, 군사의"
CH3,milit (군사),militarism,"군국주의, 군사적 성향"
CH3,milit (군사),militaristic,"군국주의적인, 군사적인"
CH3,milit (군사),militant,"공격적인, 전투적인; 투사"
CH3,milit (군사),militia,"민병대, 의용군"
CH3,milit (군사),demilitarize,비무장화하다
CH3,milit (군사),demilitarize,비무장지대
CH3,milit (군사),paramilitary,"준군사조직의, 반군의"
CH3,milit (군사),militarize,"군사화하다, 무장시키다"
CH3,milit (군사),militarization,"군사화, 무장 강화"
CH3,arm (무기),arm,무기; 무장시키다
CH3,arm (무기),armed,무장한
CH3,arm (무기),army,군대
CH3,arm (무기),armory,"무기고, 병기고"
CH3,arm (무기),armor,"갑옷, 장갑"
CH3,arm (무기),armament,"군비, 무기, 무장"
CH3,arm (무기),rearm,재무장하다
CH3,arm (무기),disarm,무장 해제하다
CH3,arm (무기),disarmament,"군축, 무장 해제"
CH3,arm (무기),alarm,"경보, 놀람"
CH3,cap (잡다),capture,"붙잡음, 생포, 사로잡다"
CH3,cap (잡다),captivate,매혹하다
CH3,cap (잡다),captive,"포로, 사로잡힌"
CH3,cap (잡다),capacity,"용량, 수용력, 능력"
CH3,cap (잡다),capability,"능력, 역량"
CH3,cap (잡다),recapture,"재포획하다, 되찾다"
CH3,cap (잡다),captivating,매혹적인
CH3,cap (잡다),capable,"능력 있는, 할 수 있는"
CH3,cap (잡다),incapable,"무능한, 불가능한"
CH3,cap (잡다),capably,"유능하게, 솜씨 좋게"
CH3,domin (지배하다),dominate,"지배하다, 압도하다"
CH3,domin (지배하다),dominant,"지배적인, 우세한"
CH3,domin (지배하다),dominance,"우세, 지배력"
CH3,domin (지배하다),predominant,"두드러진, 우세한"
CH3,domin (지배하다),predominate,"지배하다, 두드러지다"
CH3,domin (지배하다),domain,"영토, 영역, 분야"
CH3,domin (지배하다),dominion,"지배, 통치권, 영토"
CH3,domin (지배하다),domestic,"가정의, 국내의"
CH3,domin (지배하다),domesticate,"길들이다, 가축화하다"
CH3,domin (지배하다),domesticated,"길들여진, 가축화된"
CH3,cog / gnos (알다),recognize,"인정하다, 알아보다"
CH3,cog / gnos (알다),recognition,"인식, 인정"
CH3,cog / gnos (알다),cognition,"인식, 인지"
CH3,cog / gnos (알다),cognitive,"인식의, 인지의, 인식에 관한"
CH3,cog / gnos (알다),precognition,"예지, 선견"
CH3,cog / gnos (알다),diagnose,진단하다
CH3,cog / gnos (알다),diagnosis,"진단, 분석"
CH3,cog / gnos (알다),diagnostic,"진단의, 진단적인"
CH3,cog / gnos (알다),prognosis,"예후, 예상"
CH3,cog / gnos (알다),prognostic,"예측의, 예후의"
CH3,cog / gnos (알다),ignorant,무지한
CH3,cog / gnos (알다),ignorance,무지
CH3,cog / gnos (알다),metacognition,"메타인지, 상위 인지"
CH3,cog / gnos (알다),metacognitive,"메타인지의, 상위 인지의"
CH3,cog / gnos (알다),incognito,익명으로
CH3,"path / pathy (감정, 질병)",sympathy,"동정, 연민"
CH3,"path / pathy (감정, 질병)",empathy,"공감, 감정 이입"
CH3,"path / pathy (감정, 질병)",apathy,"무관심, 냉담"
CH3,"path / pathy (감정, 질병)",antipathy,"반감, 혐오"
CH3,"path / pathy (감정, 질병)",pathetic,"불쌍한, 한심한"
CH3,"path / pathy (감정, 질병)",pathology,병리학
CH3,"path / pathy (감정, 질병)",pathogen,"병원체, 세균"
CH3,"path / pathy (감정, 질병)",pathological,"병적인, 병리학의"
CH3,"path / pathy (감정, 질병)",sociopath,반사회적 인격자
CH3,"path / pathy (감정, 질병)",psychopath,"사이코패스, 정신병자"
CH3,cred (믿다),credit,"신용, 믿음, 학점"
CH3,cred (믿다),credible,"믿을 만한, 신뢰할 수 있는"
CH3,cred (믿다),credibility,"신뢰성, 믿을 수 있음"
CH3,cred (믿다),incredible,"믿을 수 없는, 놀라운"
CH3,cred (믿다),incredulous,"의심 많은, 못 믿는"
CH3,cred (믿다),creed,"신조, 교리, 신념"
CH3,cred (믿다),credence,"신용, 신뢰, 신빙성"
CH3,cred (믿다),credentials,"자격 증명서, 신임장"
CH3,cred (믿다),discredit,"불신하게 하다, 신용을 잃게 하다"
CH3,cred (믿다),accredit,"인정하다, 공인하다"
CH3,memor (기억하다),memory,"기억, 추억, 메모리"
CH3,memor (기억하다),memorable,"기억할 만한, 인상적인"
CH3,memor (기억하다),memorize,"암기하다, 기억하다"
CH3,memor (기억하다),remember,기억하다
CH3,memor (기억하다),remembrance,"기억, 추억기억, 추억"
CH3,memor (기억하다),commemorate,기념하다
CH3,memor (기억하다),commemoration,"기념, 추도"
CH3,memor (기억하다),commemorative,"기념의, 기념이 되는"
CH3,memor (기억하다),immemorial,태고의
CH3,memor (기억하다),memorial,"기념비, 기념관, 기념의"
CH3,"psych (마음, 정신)",psychology,심리학
CH3,"psych (마음, 정신)",psychologist,심리학자
CH3,"psych (마음, 정신)",psychiatry,정신의학
CH3,"psych (마음, 정신)",psychiatrist,정신과 의사
CH3,"psych (마음, 정신)",sociopsychological,사회심리학의
CH3,"psych (마음, 정신)",psychotic,"정신병적인, 정신병 환자"
CH3,"psych (마음, 정신)",psychoanalysis,정신분석학
CH3,"psych (마음, 정신)",psychoanalyst,정신분석가
CH3,"psych (마음, 정신)",psychotherapy,"정신치료, 심리치료"
CH3,"psych (마음, 정신)",psychotherapist,심리치료사
CH3,"grat (기쁨, 감사)",grateful,"고마워하는, 감사하는"
CH3,"grat (기쁨, 감사)",gratefulness,감사함
CH3,"grat (기쁨, 감사)",gratitude,"감사, 고마움"
CH3,"grat (기쁨, 감사)",ingratitude,배은망덕
CH3,"grat (기쁨, 감사)",ungrateful,감사할 줄 모르는
CH3,"grat (기쁨, 감사)",gracious,"자비로운, 상냥한"
CH3,"grat (기쁨, 감사)",grace,"은혜, 품위, 우아함"
CH3,"grat (기쁨, 감사)",graceful,"우아한, 품위 있는"
CH3,"grat (기쁨, 감사)",disgrace,"불명예, 망신"
CH3,"grat (기쁨, 감사)",disgraceful,"불명예스러운, 수치스러운"
CH3,"grat (기쁨, 감사)",congratulate,축하하다
CH3,"grat (기쁨, 감사)",congratulation,"축하, 경축"
CH3,"grat (기쁨, 감사)",gratify,만족시키다
CH3,"grat (기쁨, 감사)",gratification,"만족, 기쁨"
CH3,"grat (기쁨, 감사)",gratifying,만족스러운
CH3,phil (사랑),philosophy,철학
CH3,phil (사랑),philosopher,철학자
CH3,phil (사랑),philosophical,"철학의, 철학적인"
CH3,phil (사랑),philanthropy,"박애, 자선"
CH3,phil (사랑),philanthropist,"박애주의자, 자선가"
CH3,"demo / demic (사람, 민중)",democracy,민주주의
CH3,"demo / demic (사람, 민중)",democratic,"민주적인, 민주주의의"
CH3,"demo / demic (사람, 민중)",democratize,민주화하다
CH3,"demo / demic (사람, 민중)",democrat,"민주주의자, 민주당원"
CH3,"demo / demic (사람, 민중)",demography,인구 통계학
CH3,"demo / demic (사람, 민중)",demographic,"인구 통계학의, 인구학적 특성"
CH3,"demo / demic (사람, 민중)",demographically,인구 통계적으로
CH3,"demo / demic (사람, 민중)",epidemic,"전염병, 유행하는"
CH3,"demo / demic (사람, 민중)",pandemic,"범유행병, 전세계적 유행"
CH3,"demo / demic (사람, 민중)",endemic,"풍토병, 고유한"
CH3,pop (사람들),population,"인구, 개체 수"
CH3,pop (사람들),populate,"거주시키다, 살다"
CH3,pop (사람들),populous,"인구가 많은, 사람이 붐비는"
CH3,pop (사람들),popular,"인기 있는, 대중의"
CH3,pop (사람들),popularity,"인기, 대중성"
CH3,pop (사람들),popularize,"대중화하다, 보급하다"
CH3,pop (사람들),populace,"대중, 서민"
CH3,pop (사람들),overpopulate,과밀화하다
CH3,pop (사람들),depopulate,인구를 줄이다
CH3,pop (사람들),repopulate,재정착시키다
CH3,mort (죽음),mortal,"죽을 운명의, 인간의"
CH3,mort (죽음),immortal,"불멸의, 영원한"
CH3,mort (죽음),mortality,"죽을 운명, 사망률"
CH3,mort (죽음),immortality,"불멸, 불사"
CH3,mort (죽음),mortgage,"저당, 주택담보대출"
CH3,mater / matri (어머니),maternal,"어머니의, 모성의"
CH3,mater / matri (어머니),maternity,"임신, 출산, 모성"
CH3,mater / matri (어머니),matriarch,"여가장, 여성 지도자"
CH3,mater / matri (어머니),matriarchy,"모계 사회, 모권제"
CH3,mater / matri (어머니),matron,"부인, 여사 (나이 지긋한 여성)"
CH3,pater / patri (아버지),paternal,"아버지의, 부계의"
CH3,pater / patri (아버지),patriarchy,"가부장제, 부계 사회"
CH3,pater / patri (아버지),patriot,애국자
CH3,pater / patri (아버지),patriotism,"애국심, 애국주의"
CH3,pater / patri (아버지),patriotic,애국적인
CH3,commun (공동),community,"공동체, 지역사회"
CH3,commun (공동),communal,"공동의, 공유의"
CH3,commun (공동),communism,공산주의
CH3,commun (공동),communist,공산주의자
CH3,commun (공동),communicate,"의사소통하다, 전달하다"
CH3,"soci (사회, 동료, 함께)",society,"사회, 단체"
CH3,"soci (사회, 동료, 함께)",social,"사회적인, 사교적인"
CH3,"soci (사회, 동료, 함께)",socialize,"사교하다, 사회화하다"
CH3,"soci (사회, 동료, 함께)",socialization,"사회화, 사회성 형성"
CH3,"soci (사회, 동료, 함께)",sociology,사회학
CH3,"soci (사회, 동료, 함께)",sociological,"사회학의, 사회학적인"
CH3,"soci (사회, 동료, 함께)",sociologist,사회학자
CH3,"soci (사회, 동료, 함께)",associate,"연상하다, 제휴하다; 동료"
CH3,"soci (사회, 동료, 함께)",dissociate,"분리하다, 분리되다"
CH3,"soci (사회, 동료, 함께)",unsociable,"사교적이지 못한, 붙임성 없는"
CH3,urb (도시),urban,도시의
CH3,urb (도시),urbanize,도시화하다
CH3,urb (도시),urbanism,도시주의
CH3,urb (도시),urbanity,"세련됨, 점잖음"
CH3,urb (도시),urbanely,"세련되게, 점잖게"
CH3,urb (도시),urbanization,도시화
CH3,urb (도시),suburb,"교외, 근교"
CH3,urb (도시),suburban,"교외의, 평범한"
CH3,urb (도시),suburbanite,교외 거주자
CH3,urb (도시),urbane,"세련된, 점잖은"
CH3,"spir (숨, 영혼)",spirit,"정신, 영혼, 기운"
CH3,"spir (숨, 영혼)",spiritual,"정신적인, 종교적인"
CH3,"spir (숨, 영혼)",inspire,"영감을 주다, 고무하다"
CH3,"spir (숨, 영혼)",inspiring,영감을 주는
CH3,"spir (숨, 영혼)",inspiration,"영감, 자극"
CH3,"spir (숨, 영혼)",inspirational,영감을 주는
CH3,"spir (숨, 영혼)",aspire,"열망하다, 포부를 갖다"
CH3,"spir (숨, 영혼)",aspiring,"열망하는, 포부를 가진"
CH3,"spir (숨, 영혼)",aspiration,"열망, 포부"
CH3,"spir (숨, 영혼)",conspire,"공모하다, 음모를 꾸미다"
CH3,"spir (숨, 영혼)",conspiracy,"음모, 모의"
CH3,"spir (숨, 영혼)",conspirator,"공모자, 음모자"
CH3,"spir (숨, 영혼)",conspiratorial,"음모의, 공모적인"
CH3,"spir (숨, 영혼)",expire,"만료되다, 숨지다"
CH3,"spir (숨, 영혼)",expired,"만료된, 숨이 끊어진"
CH3,"spir (숨, 영혼)",expiration,"만료, 종료, 죽음"
CH3,"spir (숨, 영혼)",respire,호흡하다
CH3,"spir (숨, 영혼)",respiration,"호흡, 호흡 작용"
CH3,"spir (숨, 영혼)",respiratory,호흡의
CH3,"spir (숨, 영혼)",perspire,땀을 흘리다
CH3,nat / nasc (태어나다),nature,"자연, 본성"
CH3,nat / nasc (태어나다),natural,"자연의, 타고난"
CH3,nat / nasc (태어나다),native,"원주민, 태어난 곳의; 타고난"
CH3,nat / nasc (태어나다),nativity,"출생, 탄생"
CH3,nat / nasc (태어나다),innate,"타고난, 선천적인"
CH3,nat / nasc (태어나다),nation,"국가, 민족"
CH3,nat / nasc (태어나다),national,"국가의, 국민의"
CH3,nat / nasc (태어나다),international,국제적인
CH3,nat / nasc (태어나다),renaissance,"르네상스, 부흥"
CH3,nat / nasc (태어나다),pregnant,임신한
CH3,"viv / vit (살다, 생명)",vivid,"생생한, 선명한"
CH3,"viv / vit (살다, 생명)",revive,"소생하다, 부활시키다"
CH3,"viv / vit (살다, 생명)",revival,"부활, 회복"
CH3,"viv / vit (살다, 생명)",survive,"살아남다, 생존하다"
CH3,"viv / vit (살다, 생명)",survival,생존
CH3,"viv / vit (살다, 생명)",survivor,생존자
CH3,"viv / vit (살다, 생명)",vital,"중요한, 생명의"
CH3,"viv / vit (살다, 생명)",vitality,"활력, 생명력"
CH3,"viv / vit (살다, 생명)",revitalization,"재활성화, 활력 부여"
CH3,"viv / vit (살다, 생명)",vitamin,비타민
CH3,"quer / quis / quir (묻다, 찾다)",question,"질문, 문제"
CH3,"quer / quis / quir (묻다, 찾다)",questionnaire,설문지
CH3,"quer / quis / quir (묻다, 찾다)",questionable,"의심스러운, 문제 있는"
CH3,"quer / quis / quir (묻다, 찾다)",inquire,"묻다, 조사하다"
CH3,"quer / quis / quir (묻다, 찾다)",inquiry,"문의, 조사"
CH3,"quer / quis / quir (묻다, 찾다)",acquire,"획득하다, 습득하다"
CH3,"quer / quis / quir (묻다, 찾다)",acquisition,"획득, 습득, 인수"
CH3,"quer / quis / quir (묻다, 찾다)",require,"요구하다, 필요로 하다"
CH3,"quer / quis / quir (묻다, 찾다)",requirement,"요구, 필요조건"
CH3,"quer / quis / quir (묻다, 찾다)",request,"요청하다; 요청, 부탁"
CH3,ped / pod (발),pedal,"페달, 발판"
CH3,ped / pod (발),bipedal,이족 보행의
CH3,ped / pod (발),biped,"두발짐승, 이족 보행의"
CH3,ped / pod (발),pedestrian,보행자; 보행자의
CH3,ped / pod (발),pedestrianize,보행자 전용화하다
CH3,ped / pod (발),expedition,"원정, 탐험"
CH3,ped / pod (발),expedite,"신속히 처리하다, 촉진하다"
CH3,ped / pod (발),impede,방해하다
CH3,ped / pod (발),impediment,"방해, 장애물, 언어장애"
CH3,ped / pod (발),podium,"연단, 강단"
CH3,form (형태),form,"형태, 형식; 형성하다"
CH3,form (형태),formation,"형성, 구성, 진형, 대형"
CH3,form (형태),formal,"격식의, 형식적인"
CH3,form (형태),formality,"형식성, 격식"
CH3,form (형태),inform,"알리다, 통지하다"
CH3,form (형태),information,"정보, 지식"
CH3,form (형태),informative,"유익한, 유용한"
CH3,form (형태),informant,정보 제공자
CH3,form (형태),reform,"개혁하다, 개선하다"
CH3,form (형태),reformation,"개혁, 개선"
CH3,form (형태),transform,"변형하다, 변화시키다"
CH3,form (형태),transformation,"변화, 변형"
CH3,form (형태),uniform,"제복, 획일적인"
CH3,form (형태),uniformity,"획일성, 균일성"
CH3,form (형태),conform,"따르다, 순응하다"
CH3,form (형태),conformity,"일치, 순응"
CH3,form (형태),deform,"망가뜨리다, 변형시키다"
CH3,form (형태),deformation,"변형, 기형"
CH3,form (형태),perform,"수행하다, 공연하다"
CH3,form (형태),performance,"실행, 공연, 성과"
CH3,struct (세우다),structure,"구조, 건축물"
CH3,struct (세우다),structural,"구조상의, 구조적인"
CH3,struct (세우다),infrastructure,사회 기반 시설
CH3,struct (세우다),construct,"건설하다, 구성하다"
CH3,struct (세우다),construction,"건설, 구조"
CH3,struct (세우다),constructive,"건설적인, 유익한"
CH3,struct (세우다),reconstruct,"재건하다, 복원하다"
CH3,struct (세우다),reconstruction,"재건, 복원"
CH3,struct (세우다),deconstruct,해체하다
CH3,struct (세우다),misconstruct,오해하다
CH3,struct (세우다),instruct,"가르치다, 지시하다"
CH3,struct (세우다),instruction,"지시, 교육"
CH3,struct (세우다),instructor,"강사, 지도자"
CH3,struct (세우다),instructive,"유익한, 교육적인"
CH3,struct (세우다),destruct,파괴하다
CH3,struct (세우다),destruction,"파괴, 파멸"
CH3,struct (세우다),destructive,"파괴적인, 해로운"
CH3,struct (세우다),obstruct,"방해하다, 막다"
CH3,struct (세우다),obstruction,"방해, 장애물"
CH3,struct (세우다),obstructive,"방해하는, 폐색의"
CH3,rupt (깨다),erupt,"분출하다, 폭발하다"
CH3,rupt (깨다),eruption,"폭발, 분출"
CH3,rupt (깨다),interrupt,"방해하다, 중단시키다"
CH3,rupt (깨다),interruption,"중단, 방해"
CH3,rupt (깨다),corrupt,타락시키다; 부패한
CH3,rupt (깨다),corruption,"부패, 타락"
CH3,rupt (깨다),incorruptible,"청렴한, 썩지 않는"
CH3,rupt (깨다),disrupt,"방해하다, 혼란시키다"
CH3,rupt (깨다),disruption,"방해, 파괴, 중단"
CH3,rupt (깨다),disruptive,"파괴적인, 지장을 주는"
CH3,fus (붓다),confuse,"혼동하다, 혼란스럽게 하다"
CH3,fus (붓다),confusion,"혼란, 혼동"
CH3,fus (붓다),diffuse,"퍼뜨리다, 확산시키다; 널리 퍼진"
CH3,fus (붓다),diffusion,"확산, 전파"
CH3,fus (붓다),infuse,"주입하다, 불어넣다"
CH3,fus (붓다),suffuse,"(빛·감정이) 번지다, 가득 차다"
CH3,fus (붓다),refuse,"거절하다, 거부하다"
CH3,fus (붓다),refusal,"거절, 거부"
CH3,fus (붓다),fuse,"융합하다, 도화선, 퓨즈"
CH3,fus (붓다),fusion,"융합, 합병, 핵융합"
CH3,tact / tang / tag / ting (접촉),contact,"접촉, 연락"
CH3,tact / tang / tag / ting (접촉),contagion,"전염, 감염"
CH3,tact / tang / tag / ting (접촉),contagious,"전염성의, 전염되는"
CH3,tact / tang / tag / ting (접촉),entangle,"얽히게 하다, 얽매이게 하다"
CH3,tact / tang / tag / ting (접촉),tangible,"만질 수 있는, 실체가 있는"
CH3,tact / tang / tag / ting (접촉),intangible,"만질 수 없는, 무형의, 손에 잡히지 않는"
CH3,tact / tang / tag / ting (접촉),tact,"요령, 눈치, 재치"
CH3,tact / tang / tag / ting (접촉),tactful,"요령 있는, 재치 있는"
CH3,tact / tang / tag / ting (접촉),tactless,"눈치 없는, 서투른"
CH3,tact / tang / tag / ting (접촉),tactical,"전술적인, 전략적인"
CH3,"mut (바꾸다, 변하다)",transmute,"변화시키다, 변형하다"
CH3,"mut (바꾸다, 변하다)",transmutation,"변질, 변화, 변형"
CH3,"mut (바꾸다, 변하다)",commute,"통근하다, 감형하다"
CH3,"mut (바꾸다, 변하다)",commuter,통근자
CH3,"mut (바꾸다, 변하다)",commutable,"대체 가능한, 감형할 수 있는"
CH3,"mut (바꾸다, 변하다)",mutate,"변형되다, 돌연변이가 되다"
CH3,"mut (바꾸다, 변하다)",mutation,"변화, 돌연변이"
CH3,"mut (바꾸다, 변하다)",mutant,돌연변이체
CH3,"mut (바꾸다, 변하다)",mutable,변하기 쉬운
CH3,"mut (바꾸다, 변하다)",immutability,불변성
